,idwell,wellname,reservoir_type,horizontal_length,amount_fractures,national_sand,imported_sand,injected_water,injected_co2,max_pressure,equipment_power_hp,dates
535,153605,YPF.Nq.LLL-976(d),NO CONVENCIONAL,0.0,4,457.785,602.865,4130.0,0.0,9072.0,28000.0,2019-06-27 13:46:21.14935
536,153606,YPF.Nq.LLL-977(d),NO CONVENCIONAL,0.0,4,293.265,615.33,4291.0,0.0,8994.0,28000.0,2019-06-27 13:46:21.14935
537,153473,YPF.Nq.LLL-978(d),NO CONVENCIONAL,0.0,4,278.325,613.89,4289.0,0.0,8806.0,28000.0,2019-06-27 13:46:21.14935
538,153607,YPF.Nq.LLL-979(d),NO CONVENCIONAL,0.0,4,278.325,595.035,4185.0,0.0,9017.0,28000.0,2019-06-27 13:46:21.14935
539,154202,YPF.Nq.LLL-980(d),NO CONVENCIONAL,0.0,5,292.68,762.165,4510.0,0.0,10829.0,30000.0,2019-06-27 13:46:21.14935
540,153881,YPF.Nq.LLL-981(d),NO CONVENCIONAL,0.0,4,68.625,916.425,4157.0,0.0,10400.0,30000.0,2019-06-27 13:46:21.14935
541,154203,YPF.Nq.LLL-982(d),NO CONVENCIONAL,0.0,5,340.56,791.1,4972.0,0.0,9867.0,30000.0,2019-06-27 13:46:21.14935
542,153882,YPF.Nq.LLL-983(d),NO CONVENCIONAL,0.0,5,73.62,1083.87,4917.0,0.0,11400.0,30000.0,2019-06-27 13:46:21.14935
543,153474,YPF.Nq.LLL-988(d),NO CONVENCIONAL,0.0,5,89.775,845.775,5677.0,0.0,8307.0,24000.0,2019-06-27 13:46:21.14935
544,153608,YPF.Nq.LLL-989,NO CONVENCIONAL,0.0,3,28.89,288.045,1894.0,0.0,6336.0,24000.0,2019-06-27 13:46:21.14935
545,152993,YPF.Nq.LLL-990(h),NO CONVENCIONAL,1131.7,14,280.53,2835.0,14075.62,0.0,9509.0,24000.0,2019-06-27 13:46:21.14935
546,152994,YPF.Nq.LLL-991(h),NO CONVENCIONAL,1112.9,14,287.82,2879.685,14130.7,0.0,10074.0,24000.0,2019-06-27 13:46:21.14935
547,155033,YPF.Nq.LLL-992(h),NO CONVENCIONAL,2001.6,28,1631.25,4038.435,24028.0,0.0,10630.0,24000.0,2019-06-27 13:46:21.14935
548,152995,YPF.Nq.LLL-993,NO CONVENCIONAL,0.0,5,49.14,564.12,3569.9,0.0,8305.0,24000.0,2019-06-27 13:46:21.14935
549,155535,YPF.Nq.LLL-994(h),NO CONVENCIONAL,1411.0,18,455.085,3674.115,16737.9,0.0,10755.0,26000.0,2019-06-27 13:46:21.14935
550,155536,YPF.Nq.LLL-995(h),NO CONVENCIONAL,1411.0,18,596.115,3621.6,18306.3,0.0,10832.0,26000.0,2019-06-27 13:46:21.14935
551,155639,YPF.Nq.LLL-997,NO CONVENCIONAL,0.0,4,82.17,982.53,4690.8,0.0,9485.0,26000.0,2019-06-27 13:46:21.14935
552,160521,YPF.Nq.LRi-10(h),NO CONVENCIONAL,2390.0,40,8382.015,1181.565,61506.0,0.0,11760.0,40000.0,2019-06-27 13:46:21.14935
553,160522,YPF.Nq.LRi-11(h),NO CONVENCIONAL,2330.0,39,8141.355,1119.285,59374.0,0.0,11500.0,40000.0,2019-06-27 13:46:21.14935
554,158570,YPF.Nq.LRi-2(h)(I),NO CONVENCIONAL,1493.8,8,1642.41,240.57,12477.8,0.0,12070.0,34000.0,2019-06-27 13:46:21.14935
555,158571,YPF.Nq.LRi-3(h),NO CONVENCIONAL,1447.8,19,3957.885,520.02,30223.6,0.0,11481.0,34000.0,2019-06-27 13:46:21.14935
556,160338,YPF.Nq.LRi-4(h),NO CONVENCIONAL,2192.3,27,5560.29,825.93,39047.2,0.0,11884.0,40000.0,2019-06-27 13:46:21.14935
557,160339,YPF.Nq.LRi-5(h),NO CONVENCIONAL,2256.3,28,5795.19,913.635,40626.1,0.0,13622.0,40000.0,2019-06-27 13:46:21.14935
558,159138,YPF.Nq.LRi-6(h),NO CONVENCIONAL,1644.3,21,4443.075,649.665,31960.5,0.0,11618.0,34000.0,2019-06-27 13:46:21.14935
559,159139,YPF.Nq.LRi-7(h),NO CONVENCIONAL,1635.3,20,4206.285,612.675,30275.3,0.0,11531.0,34000.0,2019-06-27 13:46:21.14935
560,158430,YPF.Nq.RDM-184(h),NO CONVENCIONAL,1701.3,22,4602.42,662.58,31805.1,0.0,11698.0,32000.0,2019-06-27 13:46:21.14935
561,158431,YPF.Nq.RDM-185(h)(I),NO CONVENCIONAL,1483.8,19,3962.385,581.895,28014.8,0.0,11711.0,32000.0,2019-06-27 13:46:21.14935
562,158432,YPF.Nq.RDM-186(h),NO CONVENCIONAL,1465.8,19,3962.61,584.91,27918.0,0.0,11787.0,32000.0,2019-06-27 13:46:21.14935
563,160524,YPF.Nq.RDMN-10(h),NO CONVENCIONAL,1984.3,25,5191.245,736.6500000000011,37191.2,0.0,12221.0,36000.0,2019-06-27 13:46:21.14935
564,160154,YPF.Nq.RDMN-5(h),NO CONVENCIONAL,1824.3,23,4770.09,647.235,35578.5,0.0,12075.0,34000.0,2019-06-27 13:46:21.14935
565,160155,YPF.Nq.RDMN-6(h),NO CONVENCIONAL,1648.3,21,4245.03,597.555,33606.1,0.0,11766.0,34000.0,2019-06-27 13:46:21.14935
566,160275,YPF.Nq.RDMN-7(h),NO CONVENCIONAL,1655.3,21,4327.65,615.870000000001,32223.18,0.0,13713.0,34000.0,2019-06-27 13:46:21.14935
567,160525,YPF.Nq.RDMN-8(h),NO CONVENCIONAL,1984.3,25,5303.25,764.64,37363.7,0.0,11940.0,36000.0,2019-06-27 13:46:21.14935
568,160526,YPF.Nq.RDMN-9(h),NO CONVENCIONAL,1884.3,24,4958.37,696.1500000000011,36223.6,0.0,12281.0,36000.0,2019-06-27 13:46:21.14935
569,137008,YPF.Nq.SOil.x-2h,NO CONVENCIONAL,934.3,10,321.345,1907.37,17456.3,0.0,10780.0,30000.0,2019-06-27 13:46:21.14935
570,154929,YPF.Nq.SOil-10(h),NO CONVENCIONAL,1133.5,15,959.175,2218.23,11616.0,0.0,10466.0,24000.0,2019-06-27 13:46:21.14935
571,146046,YPF.Nq.SOil-11(d),NO CONVENCIONAL,0.0,5,638.1,543.24,4774.0,0.0,8503.0,24000.0,2019-06-27 13:46:21.14935
572,146779,YPF.Nq.SOil-13(d),NO CONVENCIONAL,0.0,5,742.455,518.895,4653.0,0.0,9027.0,24000.0,2019-06-27 13:46:21.14935
573,145881,YPF.Nq.SOil-16(d),NO CONVENCIONAL,0.0,5,84.015,757.17,4925.4,0.0,8790.0,26000.0,2019-06-27 13:46:21.14935
574,145882,YPF.Nq.SOil-17(d),NO CONVENCIONAL,0.0,5,83.43,756.675,4955.0,0.0,8492.0,26000.0,2019-06-27 13:46:21.14935
575,153346,YPF.Nq.SOil-174,NO CONVENCIONAL,0.0,4,187.155,754.2,3871.0,0.0,8464.0,28000.0,2019-06-27 13:46:21.14935
576,153773,YPF.Nq.SOil-176(h),NO CONVENCIONAL,1200.9,15,1801.485,776.79,14366.9,0.0,10985.0,26000.0,2019-06-27 13:46:21.14935
577,153620,YPF.Nq.SOil-177(h),NO CONVENCIONAL,1094.3,15,354.555,3265.965,11836.0,0.0,10950.0,26000.0,2019-06-27 13:46:21.14935
578,153621,YPF.Nq.SOil-178(h),NO CONVENCIONAL,1198.6,15,877.41,2842.83,14301.0,0.0,9412.0,24000.0,2019-06-27 13:46:21.14935
579,153622,YPF.Nq.SOil-179(h),NO CONVENCIONAL,1226.9,15,648.45,2764.8,20659.0,0.0,9690.0,24000.0,2019-06-27 13:46:21.14935
580,146221,YPF.Nq.SOil-20(d),NO CONVENCIONAL,0.0,5,106.56,1113.03,5662.331210191079,0.0,10167.0,26000.0,2019-06-27 13:46:21.14935
581,146222,YPF.Nq.SOil-21(d),NO CONVENCIONAL,0.0,5,100.44,1102.455,5544.0,0.0,10530.0,26000.0,2019-06-27 13:46:21.14935
582,155544,YPF.Nq.SOil-216(h),NO CONVENCIONAL,1410.2,18,1659.78,2560.095,17621.6,0.0,11044.0,26000.0,2019-06-27 13:46:21.14935
583,155545,YPF.Nq.SOil-217(h),NO CONVENCIONAL,1410.4,18,1652.67,2656.845,18144.9,0.0,12162.0,26000.0,2019-06-27 13:46:21.14935
584,155546,YPF.Nq.SOil-218(h),NO CONVENCIONAL,1367.64,18,1411.695,2884.005,17522.7,0.0,11200.0,26000.0,2019-06-27 13:46:21.14935
585,155547,YPF.Nq.SOil-219(h),NO CONVENCIONAL,1297.0,17,1394.55,2795.445,16229.6,0.0,11800.0,26000.0,2019-06-27 13:46:21.14935
586,154930,YPF.Nq.SOil-228(h),NO CONVENCIONAL,1242.1,16,1415.88,2320.335,14863.2,0.0,10475.0,24000.0,2019-06-27 13:46:21.14935
587,155239,YPF.Nq.SOil-229(h),NO CONVENCIONAL,1361.3,21,1284.525,2244.69,14063.791619999998,0.0,10613.0,24000.0,2019-06-27 13:46:21.14935
588,154931,YPF.Nq.SOil-231(h),NO CONVENCIONAL,1246.6,17,1126.62,2728.755,17515.8,0.0,10441.0,24000.0,2019-06-27 13:46:21.14935
589,154932,YPF.Nq.SOil-232(h),NO CONVENCIONAL,1485.9,19,1186.875,3391.29,19334.5,0.0,10581.0,24000.0,2019-06-27 13:46:21.14935
590,155240,YPF.Nq.SOil-233(h),NO CONVENCIONAL,1275.3,21,1317.69,2267.55,15020.200965,0.0,10872.0,24000.0,2019-06-27 13:46:21.14935
591,155040,YPF.Nq.SOil-236(h),NO CONVENCIONAL,602.9,8,567.72,1173.735,6549.9,0.0,10933.0,28000.0,2019-06-27 13:46:21.14935
592,154933,YPF.Nq.SOil-237(h),NO CONVENCIONAL,1477.6,18,1202.985,2774.115,13935.7,0.0,12000.0,28000.0,2019-06-27 13:46:21.14935
593,155041,YPF.Nq.SOil-238(h),NO CONVENCIONAL,1426.7,18,1213.335,2852.235,15112.1873408,0.0,10523.0,28000.0,2019-06-27 13:46:21.14935
594,155042,YPF.Nq.SOil-239(h),NO CONVENCIONAL,1201.0,16,1101.6,2378.79,12812.9668638,0.0,10697.0,28000.0,2019-06-27 13:46:21.14935
595,146047,YPF.Nq.SOil-24(d),NO CONVENCIONAL,0.0,5,103.23,1081.98,5632.0,0.0,9195.0,24000.0,2019-06-27 13:46:21.14935
596,155430,YPF.Nq.SOil-240(h),NO CONVENCIONAL,530.4,7,591.075,1104.885,6716.6,0.0,10897.0,24000.0,2019-06-27 13:46:21.14935
597,156331,YPF.Nq.SOil-244(h),NO CONVENCIONAL,695.1,9,1831.14,256.995,9005.3,0.0,10442.0,26000.0,2019-06-27 13:46:21.14935
598,156332,YPF.Nq.SOil-245(h),NO CONVENCIONAL,1326.9,18,3665.115,544.77,17260.1,0.0,10856.0,26000.0,2019-06-27 13:46:21.14935
599,156333,YPF.Nq.SOil-246(h),NO CONVENCIONAL,1430.0,18,3615.03,542.025,17761.3,0.0,12200.0,26000.0,2019-06-27 13:46:21.14935
600,146048,YPF.Nq.SOil-25(d),NO CONVENCIONAL,0.0,4,83.16,920.43,4505.0,0.0,8550.0,24000.0,2019-06-27 13:46:21.14935
601,156334,YPF.Nq.SOil-250(h),NO CONVENCIONAL,1381.1,18,512.37,2405.97,16822.7,0.0,10695.0,26000.0,2019-06-27 13:46:21.14935
602,156488,YPF.Nq.SOil-251(h),NO CONVENCIONAL,1296.2,18,232.245,2569.86,15680.0,0.0,10623.0,26000.0,2019-06-27 13:46:21.14935
603,156335,YPF.Nq.SOil-252(h),NO CONVENCIONAL,1301.7,18,780.345,2095.92,18054.7,0.0,10695.0,26000.0,2019-06-27 13:46:21.14935
604,156336,YPF.Nq.SOil-253(h),NO CONVENCIONAL,1359.4,18,249.75,2692.53,16636.7,0.0,10747.0,26000.0,2019-06-27 13:46:21.14935
605,156337,YPF.Nq.SOil-256(h),NO CONVENCIONAL,1490.7,18,2399.4,1871.19,17787.1,0.0,10581.0,32000.0,2019-06-27 13:46:21.14935
606,156338,YPF.Nq.SOil-257(h),NO CONVENCIONAL,1408.9,18,3650.94,509.67,16817.9,0.0,10826.0,32000.0,2019-06-27 13:46:21.14935
607,156339,YPF.Nq.SOil-258(h),NO CONVENCIONAL,1385.2,18,1838.115,867.825,20076.8,0.0,10630.0,32000.0,2019-06-27 13:46:21.14935
608,156489,YPF.Nq.SOil-259(h),NO CONVENCIONAL,1398.8,18,3632.49,512.190000000001,18246.52,0.0,10897.0,32000.0,2019-06-27 13:46:21.14935
609,155043,YPF.Nq.SOil-26(h),NO CONVENCIONAL,942.3,12,789.705,1937.43,11479.214893869199,0.0,10950.0,26000.0,2019-06-27 13:46:21.14935
610,156490,YPF.Nq.SOil-260(h),NO CONVENCIONAL,1461.9,19,461.115,2550.33,19538.3,0.0,10921.0,26000.0,2019-06-27 13:46:21.14935
611,156707,YPF.Nq.SOil-262(h),NO CONVENCIONAL,1405.9,18,3794.94,523.575,18076.0,0.0,11059.0,26000.0,2019-06-27 13:46:21.14935
612,156491,YPF.Nq.SOil-263(h),NO CONVENCIONAL,1439.8,18,371.745,2803.365,19733.7,0.0,10968.0,26000.0,2019-06-27 13:46:21.14935
613,156492,YPF.Nq.SOil-264(h),NO CONVENCIONAL,1010.2,13,2644.155,370.575,12668.8,0.0,10930.0,32000.0,2019-06-27 13:46:21.14935
614,156708,YPF.Nq.SOil-265(h),NO CONVENCIONAL,284.8,4,374.445,604.575,3782.1,0.0,10417.0,32000.0,2019-06-27 13:46:21.14935
615,156493,YPF.Nq.SOil-266(h),NO CONVENCIONAL,1082.6,14,2824.335,409.95,13325.1,0.0,10810.0,32000.0,2019-06-27 13:46:21.14935
616,156756,YPF.Nq.SOil-268(h),NO CONVENCIONAL,1562.6,18,3752.775,526.545,17190.7,0.0,11150.0,34000.0,2019-06-27 13:46:21.14935
617,156709,YPF.Nq.SOil-269(h),NO CONVENCIONAL,1462.8,18,3216.24,910.035,17747.7,0.0,11099.0,34000.0,2019-06-27 13:46:21.14935
618,154211,YPF.Nq.SOil-27(h),NO CONVENCIONAL,1049.3,13,363.6,2853.675,12795.8,0.0,10362.0,26000.0,2019-06-27 13:46:21.14935
619,156757,YPF.Nq.SOil-270(h),NO CONVENCIONAL,1411.0,18,3770.73,525.6,16878.5,0.0,11480.0,34000.0,2019-06-27 13:46:21.14935
620,156710,YPF.Nq.SOil-271(h),NO CONVENCIONAL,1470.4,18,3208.95,940.005,18137.6,0.0,11270.0,34000.0,2019-06-27 13:46:21.14935
621,146049,YPF.Nq.SOil-28(d),NO CONVENCIONAL,0.0,5,101.295,1104.075,5459.6,0.0,8906.0,24000.0,2019-06-27 13:46:21.14935
622,146223,YPF.Nq.SOil-29(d),NO CONVENCIONAL,0.0,4,81.9,897.075,4586.9,0.0,10036.0,24000.0,2019-06-27 13:46:21.14935
623,156758,YPF.Nq.SOil-297(h),NO CONVENCIONAL,1440.7,18,3743.46,521.055,17212.8,0.0,11053.0,34000.0,2019-06-27 13:46:21.14935
624,156759,YPF.Nq.SOil-298(h),NO CONVENCIONAL,1439.1,18,3716.055,524.385,17765.3,0.0,11160.0,34000.0,2019-06-27 13:46:21.14935
625,154212,YPF.Nq.SOil-30(h),NO CONVENCIONAL,1416.0,18,472.95,4018.905,17623.6,0.0,10468.0,26000.0,2019-06-27 13:46:21.14935
626,157329,YPF.Nq.SOil-308(h),NO CONVENCIONAL,1456.3,18,3798.27,546.84,29369.8,0.0,10884.0,32000.0,2019-06-27 13:46:21.14935
627,157330,YPF.Nq.SOil-309(h),NO CONVENCIONAL,1236.6,15,3165.93,422.325,17551.6,0.0,12490.0,32000.0,2019-06-27 13:46:21.14935
628,145883,YPF.Nq.SOil-31(d),NO CONVENCIONAL,0.0,5,83.475,769.41,5119.0,0.0,8703.0,24000.0,2019-06-27 13:46:21.14935
629,157331,YPF.Nq.SOil-310(h),NO CONVENCIONAL,1439.5,18,3783.915,516.51,20921.2,0.0,10847.0,32000.0,2019-06-27 13:46:21.14935
630,157332,YPF.Nq.SOil-311(h),NO CONVENCIONAL,1419.9,18,3741.525,535.86,28881.8,0.0,11959.0,32000.0,2019-06-27 13:46:21.14935
631,157333,YPF.Nq.SOil-312(h),NO CONVENCIONAL,1322.4,17,2237.94,366.075,19069.8,0.0,11134.0,32000.0,2019-06-27 13:46:21.14935
632,157334,YPF.Nq.SOil-313(h),NO CONVENCIONAL,1164.8,13,2690.595,372.87,15061.4,0.0,11165.0,32000.0,2019-06-27 13:46:21.14935
633,157335,YPF.Nq.SOil-314(h),NO CONVENCIONAL,1411.0,18,3766.005,507.96,20769.9,0.0,11009.0,32000.0,2019-06-27 13:46:21.14935
634,157336,YPF.Nq.SOil-315(h),NO CONVENCIONAL,1122.4,14,1875.735,205.245,15886.0,0.0,10604.0,32000.0,2019-06-27 13:46:21.14935
635,154776,YPF.Nq.SOil-32(h),NO CONVENCIONAL,1426.3,19,709.11,3144.195,15927.5,0.0,11700.0,30000.0,2019-06-27 13:46:21.14935
636,156760,YPF.Nq.SOil-329(h),NO CONVENCIONAL,1383.5,18,3776.31,536.445,17542.0,0.0,11102.0,34000.0,2019-06-27 13:46:21.14935
637,145884,YPF.Nq.SOil-33(d),NO CONVENCIONAL,0.0,5,83.61,761.4,5075.5,0.0,8780.0,24000.0,2019-06-27 13:46:21.14935
638,156761,YPF.Nq.SOil-330(h),NO CONVENCIONAL,1418.3,18,3728.16,521.55,17385.2,0.0,10785.0,34000.0,2019-06-27 13:46:21.14935
639,154777,YPF.Nq.SOil-34(h),NO CONVENCIONAL,1400.3,14,617.085,2469.195,13325.0,0.0,11156.0,30000.0,2019-06-27 13:46:21.14935
640,147312,YPF.Nq.SOil-35(d),NO CONVENCIONAL,0.0,5,441.675,883.44,6389.0,0.0,8200.0,28000.0,2019-06-27 13:46:21.14935
641,157871,YPF.Nq.SOil-352(h),NO CONVENCIONAL,1419.9,18,2933.1,523.575,24481.2,0.0,11923.0,28000.0,2019-06-27 13:46:21.14935
642,157872,YPF.Nq.SOil-353(h),NO CONVENCIONAL,1433.2,18,2915.235,541.17,23493.0,0.0,10864.0,28000.0,2019-06-27 13:46:21.14935
643,157873,YPF.Nq.SOil-354(h),NO CONVENCIONAL,1468.0,16,2639.61,464.445,20910.9,0.0,10919.0,28000.0,2019-06-27 13:46:21.14935
644,157874,YPF.Nq.SOil-355(h),NO CONVENCIONAL,1494.6,19,3109.365,565.605,25076.4,0.0,10960.0,28000.0,2019-06-27 13:46:21.14935
645,157875,YPF.Nq.SOil-356(h),NO CONVENCIONAL,1903.7,24,4951.89,710.775,27860.9,0.0,11544.0,34000.0,2019-06-27 13:46:21.14935
646,157977,YPF.Nq.SOil-357(h),NO CONVENCIONAL,1715.6,22,4565.655,629.46,24761.2,0.0,11889.0,34000.0,2019-06-27 13:46:21.14935
647,157978,YPF.Nq.SOil-358(h),NO CONVENCIONAL,1253.5,16,3302.145,455.805,18761.0,0.0,10979.0,34000.0,2019-06-27 13:46:21.14935
648,157876,YPF.Nq.SOil-359(h),NO CONVENCIONAL,1406.7,18,3733.695,536.895,21534.6,0.0,10905.0,34000.0,2019-06-27 13:46:21.14935
649,147313,YPF.Nq.SOil-36(d),NO CONVENCIONAL,0.0,5,300.33,1006.47,6073.0,0.0,9860.0,28000.0,2019-06-27 13:46:21.14935
650,147314,YPF.Nq.SOil-37(d),NO CONVENCIONAL,0.0,5,493.02,788.31,6585.0,0.0,9150.0,28000.0,2019-06-27 13:46:21.14935
651,159989,YPF.Nq.SOil-370(h),NO CONVENCIONAL,2194.9,35,8086.005,29.3400000000001,68590.6,0.0,12427.0,40000.0,2019-06-27 13:46:21.14935
652,159847,YPF.Nq.SOil-372(h),NO CONVENCIONAL,2380.3,30,5819.085,1022.625,42164.71,0.0,12419.0,40000.0,2019-06-27 13:46:21.14935
653,159848,YPF.Nq.SOil-373(h),NO CONVENCIONAL,2307.65,37,8575.02,0.0,71700.2,0.0,12261.0,40000.0,2019-06-27 13:46:21.14935
654,159498,YPF.Nq.SOil-374(h),NO CONVENCIONAL,2448.3,31,5754.555,987.884999999999,42161.4,0.0,12245.0,36000.0,2019-06-27 13:46:21.14935
655,159590,YPF.Nq.SOil-375(h),NO CONVENCIONAL,2384.3,30,5568.165,969.525,41686.5,0.0,11937.0,36000.0,2019-06-27 13:46:21.14935
656,159499,YPF.Nq.SOil-376(h),NO CONVENCIONAL,1904.3,24,4528.125,747.405,33197.5,0.0,11937.0,36000.0,2019-06-27 13:46:21.14935
657,147315,YPF.Nq.SOil-38(d),NO CONVENCIONAL,0.0,5,484.92,791.325,6199.0,0.0,11120.0,28000.0,2019-06-27 13:46:21.14935
658,159500,YPF.Nq.SOil-385(h),NO CONVENCIONAL,2384.3,30,5595.3,916.74,42321.8,0.0,11300.0,34000.0,2019-06-27 13:46:21.14935
659,159501,YPF.Nq.SOil-386(h),NO CONVENCIONAL,2232.3,28,5220.765,849.915,39783.1,0.0,12678.0,34000.0,2019-06-27 13:46:21.14935
660,147165,YPF.Nq.SOil-39(d),NO CONVENCIONAL,0.0,5,522.72,498.285,5517.0,0.0,8397.0,26000.0,2019-06-27 13:46:21.14935
661,146224,YPF.Nq.SOil-4(h),NO CONVENCIONAL,1401.5,19,522.27,3196.395,19978.6,0.0,11800.0,26000.0,2019-06-27 13:46:21.14935
662,147166,YPF.Nq.SOil-40(d),NO CONVENCIONAL,0.0,5,522.675,498.375,5529.2,0.0,8339.0,26000.0,2019-06-27 13:46:21.14935
663,147167,YPF.Nq.SOil-41(d),NO CONVENCIONAL,0.0,5,522.675,497.475,5539.8,0.0,8094.0,26000.0,2019-06-27 13:46:21.14935
664,147316,YPF.Nq.SOil-42(d),NO CONVENCIONAL,0.0,5,513.9,693.855,5234.8,0.0,9131.0,26000.0,2019-06-27 13:46:21.14935
665,145885,YPF.Nq.SOil-43(d),NO CONVENCIONAL,0.0,5,120.375,714.195,4992.8,0.0,8439.0,24000.0,2019-06-27 13:46:21.14935
666,145886,YPF.Nq.SOil-45(d),NO CONVENCIONAL,0.0,5,122.355,708.255,4905.6,0.0,8410.0,24000.0,2019-06-27 13:46:21.14935
667,145734,YPF.Nq.SOil-47(d),NO CONVENCIONAL,0.0,5,514.935,743.895,5512.0,0.0,8790.0,22000.0,2019-06-27 13:46:21.14935
668,152876,YPF.Nq.SOil-48(d),NO CONVENCIONAL,0.0,5,372.42,786.06,4608.0,0.0,10136.0,24000.0,2019-06-27 13:46:21.14935
669,145735,YPF.Nq.SOil-49(d),NO CONVENCIONAL,0.0,5,673.155,560.925,5499.0,0.0,9560.0,22000.0,2019-06-27 13:46:21.14935
670,152877,YPF.Nq.SOil-50(d),NO CONVENCIONAL,0.0,5,349.695,846.9,4674.0,0.0,9246.0,24000.0,2019-06-27 13:46:21.14935
671,145887,YPF.Nq.SOil-51(d),NO CONVENCIONAL,0.0,5,93.78,756.99,5290.3,0.0,8454.0,24000.0,2019-06-27 13:46:21.14935
672,145888,YPF.Nq.SOil-53(d),NO CONVENCIONAL,0.0,5,85.23,788.715,5122.5,0.0,8388.0,24000.0,2019-06-27 13:46:21.14935
673,146225,YPF.Nq.SOil-55(d),NO CONVENCIONAL,0.0,5,361.035,821.07,4614.0,0.0,9640.0,24000.0,2019-06-27 13:46:21.14935
674,146226,YPF.Nq.SOil-56(d),NO CONVENCIONAL,0.0,5,358.695,833.625,4609.0,0.0,9600.0,24000.0,2019-06-27 13:46:21.14935
675,147641,YPF.Nq.SOil-57(d),NO CONVENCIONAL,0.0,5,136.08,1041.84,4651.0,0.0,9150.0,26000.0,2019-06-27 13:46:21.14935
676,147486,YPF.Nq.SOil-58,NO CONVENCIONAL,0.0,4,115.2,823.185,3796.0,0.0,9855.0,26000.0,2019-06-27 13:46:21.14935
677,145550,YPF.Nq.SOil-59(d),NO CONVENCIONAL,0.0,5,306.126,979.605,5794.0,0.0,10000.0,24000.0,2019-06-27 13:46:21.14935
678,146227,YPF.Nq.SOil-6,NO CONVENCIONAL,0.0,5,270.405,1015.74,4875.0,0.0,8928.0,26000.0,2019-06-27 13:46:21.14935
679,145551,YPF.Nq.SOil-60,NO CONVENCIONAL,0.0,5,305.91,998.055,5850.0,0.0,9460.0,24000.0,2019-06-27 13:46:21.14935
680,147642,YPF.Nq.SOil-61(d),NO CONVENCIONAL,0.0,5,135.18,1035.045,5180.05,0.0,8318.0,26000.0,2019-06-27 13:46:21.14935
681,147487,YPF.Nq.SOil-62(d),NO CONVENCIONAL,0.0,5,126.135,1027.575,4582.0,0.0,13000.0,26000.0,2019-06-27 13:46:21.14935
682,147317,YPF.Nq.SOil-65(d),NO CONVENCIONAL,0.0,5,297.135,617.22,5600.8,0.0,8528.0,26000.0,2019-06-27 13:46:21.14935
683,147318,YPF.Nq.SOil-66,NO CONVENCIONAL,0.0,5,308.925,713.385,5874.0,0.0,8546.0,26000.0,2019-06-27 13:46:21.14935
684,145738,YPF.Nq.SOil-67(d),NO CONVENCIONAL,0.0,5,548.595,686.475,5469.0,0.0,9000.0,24000.0,2019-06-27 13:46:21.14935
685,145552,YPF.Nq.SOil-68,NO CONVENCIONAL,0.0,4,509.535,455.175,4479.0,0.0,9140.0,24000.0,2019-06-27 13:46:21.14935
686,145739,YPF.Nq.SOil-69(d),NO CONVENCIONAL,0.0,5,652.14,596.745,5595.0,0.0,9690.0,24000.0,2019-06-27 13:46:21.14935
687,146050,YPF.Nq.SOil-7(d),NO CONVENCIONAL,0.0,5,281.025,559.62,5163.8,0.0,8575.0,24000.0,2019-06-27 13:46:21.14935
688,145740,YPF.Nq.SOil-70(d),NO CONVENCIONAL,0.0,5,531.72,700.155,5420.0,0.0,9890.0,24000.0,2019-06-27 13:46:21.14935
689,155241,YPF.Nq.SOil-71(h),NO CONVENCIONAL,361.7,5,100.485,895.455,3869.9,0.0,10704.0,22000.0,2019-06-27 13:46:21.14935
690,147488,YPF.Nq.SOil-72(h),NO CONVENCIONAL,1197.5,15,688.68,2603.97,15950.4,0.0,9631.0,24000.0,2019-06-27 13:46:21.14935
691,145889,YPF.Nq.SOil-73(d),NO CONVENCIONAL,0.0,5,120.78,709.2,5708.7,0.0,8735.0,24000.0,2019-06-27 13:46:21.14935
692,145890,YPF.Nq.SOil-74(d),NO CONVENCIONAL,0.0,5,118.665,678.6,4768.4,0.0,8295.0,24000.0,2019-06-27 13:46:21.14935
693,146999,YPF.Nq.SOil-75(d),NO CONVENCIONAL,0.0,4,82.17,929.925,4338.0,0.0,8600.0,26000.0,2019-06-27 13:46:21.14935
694,147000,YPF.Nq.SOil-76(d),NO CONVENCIONAL,0.0,4,37.665,949.77,4379.0,0.0,8740.0,26000.0,2019-06-27 13:46:21.14935
695,147001,YPF.Nq.SOil-77(d),NO CONVENCIONAL,0.0,4,200.835,809.82,4360.0,0.0,8710.0,26000.0,2019-06-27 13:46:21.14935
696,147002,YPF.Nq.SOil-78,NO CONVENCIONAL,0.0,4,206.055,812.205,4373.0,0.0,8620.0,26000.0,2019-06-27 13:46:21.14935
697,146051,YPF.Nq.SOil-9(d),NO CONVENCIONAL,0.0,5,285.12,574.83,5197.5,0.0,9275.0,24000.0,2019-06-27 13:46:21.14935
698,160558,CGC.SCA.CI-93,NO CONVENCIONAL,0.0,1,0.0,136.0,283.383,0.0,2851.0,650.0,2019-07-04 11:32:32.012653
699,160559,CGC.SCA.CI-94(d),NO CONVENCIONAL,0.0,1,0.0,151.1,287.577,0.0,2880.0,772.0,2019-07-04 11:33:40.061227
700,160560,CGC.SCA.ECO-6,NO CONVENCIONAL,0.0,1,0.0,136.6,339.528,0.0,2890.0,645.0,2019-07-04 11:35:11.026318
701,160566,CGC.SCA.CI-1019,NO CONVENCIONAL,0.0,1,0.0,136.4,272.371,0.0,2358.0,667.0,2019-07-04 11:36:20.975875
